place_id,name,primary_type,address,latitude,longitude,rating,user_rating_count,distance_to_center_m,review1_rating,review1_text,review1_author,review1_publish_time,review2_rating,review2_text,review2_author,review2_publish_time,review3_rating,review3_text,review3_author,review3_publish_time,review4_rating,review4_text,review4_author,review4_publish_time,review5_rating,review5_text,review5_author,review5_publish_time
ChIJq6q62EAayUwRsqzM_ztDN0s,Restaurant Zante,greek_restaurant,"1112 Rue Sherbrooke O, Montréal, QC H3A 1G9, Canada",45.5014047,-73.5766767,4.5,502.0,328.4,5.0,"Have been eating at Zante for over 20 years ! From Saint Laurent, to L’Acadie to Sherbrooke street. Always 10/10! Great food! Great vibes ! Absolutely ask for Duli! He’s the best and makes the evening even more memorable ! Gorgeous patio during the summer months ! One of the best spots in Montreal! 🔥🔥",David Rossy,2025-12-16T17:24:33.096974404Z,5.0,"Visiting for my first time Montreal coming from Greece, to be in a greek restaurant is always a big bet cause you always expect something “similar” to greek food , the food which is similar to your tastes. It was the biggest surprise for my tasty experience. The food was divine!!! The greek salad fresh in a big portion, the fried kalamari and the fried aubergine and zucchini with tzatziki sauce unbelievable!! The chops juicy melted in your mouth. The boiled octapus and the steamed shrimps unique. Zante s owner and chef are the best ambassadors of the greek food in Canada. As native greek i am so proud of their job and effort!! Congratulations! You deserve every star of my review ⭐️⭐️⭐️⭐️⭐️",KSAXONIS KSAXONIS,2025-10-26T12:55:59.910823212Z,5.0,"Greek restaurant located in Le Cantlie Hotel, I would say probably one of the best Greek restaurant I’ve been to. The atmosphere was outstanding, and kept getting better. DJ was on fire; service was perfect - very friendly people.
The food was perfectly made; very tasty and no need to say anything about the drinks.
Highly recommended for group parties🥳",Remi Tayar,2023-12-16T15:56:24.996846Z,5.0,"Zante was the perfect venue for our annual friends' Christmas dinner! The atmosphere was warm and inviting, the service was exceptional, and the food was absolutely delicious. Every dish was authentic and full of flavor, making it a night to remember. Highly recommend for any special occasion!

Thank you Costa and the Zante Team!",Carlo M.,2024-12-30T22:59:49.924114Z,5.0,"Zante was an absolute delight. The atmosphere was cozy, the food was delicious, and the server, Vasili, made the entire experience unforgettable. His kindness, warmth, and genuine care turned a great meal into a truly special evening. I left with a big smile and an even fuller stomach—can’t wait to return!",Alex Oikonomou,2025-11-17T01:40:47.243840082Z
ChIJr8hN9CobyUwR6JsY5mq1bh8,Nouilles Zhonghua - Chinese Noodles - Cold Noodle Xi'an - Chinese Hamburger - Delivery,restaurant,"908 Rue Sherbrooke O, Montréal, QC H3A 1G3, Canada",45.5032847,-73.5749407,4.6,864.0,215.4,4.0,"Charming little noodle place.
Really compact inside.

Great little spot if you like Langzou style noodles! I recommend it!

This place seems pretty popular and crowded at meal times. There was even a long lineup for this place.
So I recommend going a little early before lunch or supper time because otherwise, youre gonna wait in a lineup.",Tommy McGee,2025-08-29T17:10:06.418195169Z,5.0,"These noodles are amazing! Things to know: it’s cramped and busy. Often to keep things moving, the staff will take your order while you’re waiting for a table. Unless you’re a party of 4 or more, you will share a table. They were frustratingly sold out of things at 6:30 PM in the middle of the week including the Xijian chicken noodles and cucumbers. But the oil spill noodles were SO flavorful and so chewy I wasn’t even mad about it. Earlier is better! We waited less than 10 min for a table but there was a long line by the time we left! Debit card or cash only",Madiha Raees,2025-09-13T13:22:09.436621293Z,4.0,"Restaurant was quite small. There was a bit of lineup, which didn’t bother much. The texture of the noodles and meat were great, very fresh. However I find the broth too much on the salty side. But that’s just my opinion. Overall it was ok.",A Y,2025-11-01T18:29:53.632791805Z,5.0,"if i could give them 6 stars, i would! most amazing service, i was seated instantly and served my meal within five minutes! prices are also very good for the quality of the food.

definitely recommend!",Anabel B. Glaude,2025-09-03T20:42:54.166307408Z,5.0,"The service was good. The cold noodles were amazing. I will definitely be going back to try the ones with soup as well. Their drink was good as well. The only downside it's small and busy, so it's very tight.",Gibrane Khoda,2025-02-09T22:19:14.748790Z
ChIJycsK1OMbyUwRpEpBiTIKjOg,Masakali Indian Cuisine,restaurant,"1015 Rue Sherbrooke O, Montréal, QC H3A 1G5, Canada",45.5021754,-73.5766778,4.9,4018.0,243.9,4.0,"Well located. I loved the food here. Chicken65 was not dry but very juicy, which was different in a good way. I also loved the Chili Fish appetizer very much. My friends mentioned it has a lot of turmeric, but for me, I loved it. The Chicken lababdar was okay okay. The Apricot dessert is a must try.",Anitha J,2025-12-18T04:53:09.984113678Z,5.0,"Masakali Indian Cuisine offers delicious, authentic Indian food with great flavors and presentation. Every dish we tried was fresh, well-seasoned, and satisfying. What truly made the experience stand out was the excellent service—special thanks to Shan, our waitress, who was polite, attentive, and very welcoming. She made sure everything was perfect and took great care of us throughout the meal. The atmosphere was comfortable and inviting, making it a great place to dine. Highly recommended for both the food and the service.",Akashdeep Singh,2025-12-26T18:02:38.569027301Z,5.0,"Fantastic Indian spot with rich, authentic flavors and super friendly service. The curries are perfectly spiced, the naan is fresh and fluffy, and portions are generous for the price. The cozy atmosphere and attentive staff make it a go-to place for both casual dinners and special nights out. Highly recommended if you’re craving delicious, comforting Indian food.",Lisa Richard,2026-01-21T02:31:29.887538202Z,5.0,"Everything was perfect—fast service and great staff. We had a small issue with a drink, and they fixed it right away. The restaurant looks beautiful, with a great ambiance that made the experience even better.",Hailey,2026-01-22T23:34:51.625162667Z,5.0,"The food was authentic Indian cuisine. The food was tasty and was presented nicely. The place is clean and hygienic. Wait time was ok.  Gave 4*s for atmosphere as, there was this group of young people who were too noisy for quite sometime. They seemed to be celebrating someone's birthday there.
Again, this was this one day and everyday isn't the same.
Anytime you are in Montréal...s'il vous plaît, visitez cet lieu avec votre famille...",Tapas Choudhary,2025-10-20T02:56:51.754903598Z
ChIJKXqB-0cayUwRPuXHQh6Kwvc,Cafétéria La Mosaïque 墨客轩,chinese_restaurant,"660 Rue Milton, Montréal, QC H3A 2A8, Canada",45.5066628,-73.57586119999999,4.6,65.0,182.0,5.0,"Very authentic and tasty chinese home cooking! Lots of variety and the portions are generous (one meal can easily
become two if you are not too hungry!",Sophie Wu,2025-01-09T14:39:14.550977Z,3.0,"It's alright, I most likely won't go again. They didn't do anything wrong but did not particularly wow me either. Taste was authentic, price was pretty standard, and menu is rotating for lots of variety.",Victor Chen,2023-05-08T16:56:33.967947Z,5.0,"MY FAVOURITE RESTAURANT. I always feel incredibly well-nourished and satisfied after a meal here. The food is unbelievably delicious, and the menu rotates, so I never get bored. The interior of the building is spacious and has huge windows, and there is always relaxing music playing. My order has been wrong perhaps twice out of dozens of meals here, and it was always promptly fixed.",Stefan Lapointe,2023-07-25T23:02:50.394170Z,5.0,Awesome place to grab a bite to eat! It’s easy to walk by but I highly suggest checking it out. It’s affordable and the food is super flavourful and tastes like home! Service is quick and the restaurant is super clean. They have a pick and choose option where they have readily cooked meats and veggies for you to choose from and I think the menu changes daily. They also have suuuuper cheap coffees and drinks!,Erika D.,2019-03-05T19:40:27.344104Z,2.0,You can get better food for $17. Braised beef was entirely chunks of fat and the rest of the dishes were too salty. Nice atmosphere though,persimmon,2025-09-15T20:39:35.736259083Z
ChIJVT4PDTgayUwRP8sPyYQng9E,Booster Juice,juice_shop,"McConnell Engineering Building, 3480 Rue University, Montréal, QC H3A 2A7, Canada",45.506175000000006,-73.57645289999999,3.2,22.0,121.5,5.0,Great place I just wish that they were open later 😭,Morgan Desnoyers,2025-12-17T22:51:41.778674899Z,5.0,Me and the lady at the counter were chilling so hard. today was first time my girlfriend got booster juiced (she’s american) and she loved it. i got the strawberry storm which i have to admit was kind of off from how it usually was but the lady was so kind i rly didn’t mind it. my girl got the tropical storm but i forgot to ask for a sip for quality analysis 🧐,Aster,2024-04-16T23:08:38.037154Z,4.0,"Great spot for a smoothie drink option. There’s tons of option there if you’re looking to be healthier and even some great for that cheat day. You’re able to grab some extra boosters like energy, protein, hemp hearts and other nutritional additives! Great service nothing to complain about",Bryan,2020-03-10T03:00:18.109346Z,5.0,"Always a great place to get a smoothie, and the staff are always friendly and polite.",Christina Seabrook,2021-05-15T14:14:57.094851Z,5.0,So good 🤩🤩🤩 This really boost up your energy and it's healthy 👍,Johnny Planète,2020-01-05T18:27:44.702278Z
ChIJmzIn_kcayUwRe_dhu2ceC0s,McGill Pizzeria,pizza_restaurant,"625 Rue Milton, Montréal, QC H2X 2A6, Canada",45.5070854,-73.5761783,4.3,386.0,186.5,5.0,"Love this place. Really gives you a sense of community with friendly faces like Costa and Gomez. Great espresso and food, too!",Dot Dot Dot,2025-12-16T20:15:04.560717453Z,4.0,"We randomly stopped here with very hungry kids and the service and conversation with the chef (owner?) and beloved local, Gomez made this stop a hands down favorite of our trip so far. Thank you, McGill Pizza!",Elena Corinn Taylor,2025-11-28T00:23:29.772478754Z,5.0,"I found this awesome American fast-food joint, and I have to say it's a real gem. They've got separate counters for takeout and dine-in, which makes ordering a breeze.

Their fried chicken wings are amazing – some of the best I've had in Montreal, no kidding! Super crispy and juicy.

Their poutine is worth a mention. We ordered hotdog poutine, the fries were delightfully crispy, and they were generous with the cheese. The only small downside is it can be a bit on the salty side, but overall, it's a good choice.

It's one of those places where you can order just about anything, and it's sure to hit the spot. 🍔🍟🍗😋",Halo W,2023-11-02T16:40:21.487124Z,5.0,Stopped in Montreal on my way back home to Ontario.  Ordered from McGill Pizza.  Was one of the best pizza's I've had.  Absolutely delicious.  Super friendly to deal with.  If ever in the neighborhood definitely give them a try.,robert Fyfe,2024-06-13T22:03:26.103527Z,1.0,"Today I bought 2 large pizzas for 75$!!!!!
I came to pick it up I didn't even stayed.
It is very pricy.  So for me it was the first time and the last.
No discount for student! Think twice before going there.",Isaac David,2025-08-01T01:31:02.799586866Z
ChIJq6pqLjgayUwR8NR_zOmEbwM,Vinh's Cafe,restaurant,"740 Av. du Docteur-Penfield, Montréal, QC H3A 0G1, Canada",45.5069667,-73.5795184,4.2,92.0,161.4,5.0,"Just down the escalator when you enter the university building on the corner of Guy and Maisonneuve, this restaurant has everything I want from a banh my place and its conveniently located. There's many choices for banh my with great bread, lots of toppings, and the option for adding spice. There's also pate chaud, banh bao, springrolls, desserts, and other items you would be surprised to find outside of Chinatown, but still at a good price. The Vietnamese coffee is seriously good! Next time I will also try their pho.",Alexander Wreford,2025-10-11T12:28:04.832223099Z,5.0,"they definitely use great beef slices for the soup, the umami is chef kiss🙏 also great portion of meat for pho. Fresh rolls are a little expensive but taste so good. I love having lunch here, soup for winter, fresh rolls for summer",高姜嫒,2026-01-16T17:20:20.269779052Z,3.0,"The workers are nice, but that and the convenience are pretty much the only things going for Vinh's. Otherwise, the banh mi loaves are always staleish, never toasted and light like elsewhere, so it's a chore to eat them. Pho is alright but too sweet. There is a nice selection of Asian drinks that are more fairly priced than the other items",Ian Xu,2025-12-02T05:14:03.681268434Z,5.0,"I had the special bbq pork, dumpling noodles soup, amazing fresh tasty plentiful savory and 16$ very well all around, free can of soda with this was offered. Happy to have tried it. Secured a beautiful rest of my day.",Anibal Arellano,2025-03-26T17:23:11.651013Z,5.0,"Order their Vietnamese coffee w/ condensed milk!! Really friendly employees, i love to support their business.",nicolas,2025-12-01T21:37:48.889463600Z
ChIJuxH7OUYayUwRRkm13Z4A2Ig,Vinh's Too,restaurant,"555 Rue Sherbrooke O, Montréal, QC H3A 1E3, Canada",45.5058544,-73.5738248,4.5,44.0,324.9,5.0,"I ordered a beef pho - it didn’t taste exactly like most pho I’ve had from other places and the noodles were quite short, but for its price the portion size isn’t bad at all and it was delicious anyway. The menu seems like it has good variety too.

The atmosphere isn’t entirely there because it’s literally a student cafeteria - there isn’t much atmosphere to be had.

Overall, I’d go back sometime, sure.",Baad Spelerz,2025-10-08T22:37:26.654497586Z,5.0,"Fresh, super cheap, seriously delicious. Best for student, and tourists on a budget that are looking for a cool cheap place to eat for lunch. This place is by far the best place to eat on McGill campus. Their business model is very simple: they have sandwiches (4$) and vermicelli bowls (7$), and you choose your meat. They also have rolls, salads and buns, a lot of different snacks I had never tried before and two full fridges stocked with awesome beverages (basil seed beverages, coconut water,  soy-based drinks, all the juices, Mexican Jarritos, some sort of Créole drink and so many other that I can't even describe). Overpriced, mediocre food has been the only option for lunch in every cafeteria in downtown campus for far too long, not anymore! Vinh's is simply amazing, the food is delicious I could eat it everyday, it is so fresh the cook was cutting a cucumber for my order in front of me today, the staff is so nice and is it so affordable! These people are heroes, saving the poor student from a lifetime of eating terrible overpriced food on campus. I remember starving myself as an undergrad when I didn't have time to come home for lunch, because I was broke as hell I couldn't afford any food on campus, and I didn't have time to meal prep. Thank you so much Vinh's cafe, you are what McGill needed, the student community owes you a debt of gratitude! Do not go there for a romantic meal obviously, and if you're looking for fine Vietnamese cuisine there are many other places in Montréal that would be more suitable.",Clarisse 001,2019-02-05T06:48:24.956702Z,5.0,Excellent restaurant that caters to students and is hidden from the public. Highly recommend!,Tiago Lambie,2025-09-29T01:01:01.517343758Z,5.0,"Favourite spot on campus! Would recommend for anyone stopping by in the area for both students and non students. The food is delicious, affordable, and leaves you feeling so cozy and happy afterwards. I also love the variety in options, from rice bowls, pho, banh mis, vermicelli bowls, and more.

I normally go with the pho + spring roll on Fridays as a treat and a banh mi if I stop by during the weeek. I LOVE VINH'S!!",Janelle Tam,2025-02-21T18:08:39.324912Z,5.0,"Vinh's is a place I've been going since i started studying in Montreal, it's the perfect place to go for a quick and cheap lunch, and the food is pretty good too. It's located in the RVC basement so the vibes arent the best, but they take one card and it's really convenient if you're on campus.",A Farrow,2023-12-05T15:40:48.120628Z
ChIJ-6GpE0EayUwRj2qjcPX8ZuM,Tim Hortons,coffee_shop,"2035 Rue Stanley, Montréal, QC H3A 2R4, Canada",45.5006424,-73.5755454,3.5,1551.0,287.1,5.0,"The Tim Hortons, situated on 2035 rue Stanley/ corner Sherbrooke street West, downtown Montreal, is the very best Tim Hortons restaurant in town.
The Food and Beverage are excellent, the variety is great.
The place is clean, proper, well arranged, always well maintained.
People are served fast and with great professionalism.
The Customer service behind the counter, like Mr Aman for example, are very helpful and very customer caring, he and his colleagues always go the extra mile to satisfy every customer desire and they try to improve every day. That is why this restaurant is as of the highest quality among all the rest of the Tim Horton's locations.

It is always fresh inside, agreeable atmosphere. The friendliness and the easy understanding with the Customer service makes you feel welcome immediately.
They take private orders and it does not take long for them to prepare them.
The highly maintained hygiene helps attracting even customers that have very high standards about going to a restaurant.
Every time I have been going there I come, enjoy my stay, and leave with a smile inside my heart.
They allow you to feel relaxed without pressuring you to choose.
Plus this place operates 24 hours. Whether a late night latte or an early morning espresso, or a lunch - you have it all there.
I totally recommend it and I absolutely give 5 stars for this place and its team. From the owner to the newest customer service representative.
Mr. Aman had assisted me in various occasions with private orders and he had been extremely nice and helpful about it.
So Big THANKS to Tim Hortons on 2305 Stanley street.
⭐️⭐️⭐️⭐️⭐️",El Tango de la Rosa,2025-08-10T04:09:18.418870946Z,1.0,"This bathroom is an active biohazard and a disturbing, profoundly shocking scene. It is not just dirty; it is a health and safety risk. The visual presence of blood in the sink is unforgivable.
Details:
• Toilet: FILTHY. The bowl is caked in ancient grime, stains, and waste. The stench is overpowering.
• The Sink/Counter: ABSOLUTELY APPALLING. There was visible, fresh or semi-dried blood splattered on the sink basin and counter. This is deeply upsetting, dangerous, and a sign of absolute, catastrophic neglect.
• Overall Condition: The room looks like a scene of a medical emergency or a violent accident that has been left completely unattended.
• Risk Level: Extremely High. Avoid contact with any surface. This facility should be shut down immediately and professionally sanitized.
Conclusion: A DANGEROUS DISGRACE. Do not use this restroom under any circumstances. Report it to management or health authorities immediately. This is far beyond just ""dirty.""",Montreal 2000,2025-10-09T14:28:06.124574664Z,1.0,"I’ll go to Starbucks instead. They’re always friendly, helpful & patient & it’s the same distance but, on Sherbrooke.

At this Tim’s.. It’s ALWAYS an issue. The senior staff especially. You come to order + spend money & they’re annoyed as if you’re bothering them. Not to mention, food freshness is a big problem. The lettuce is ALWAYS rotten & disgusting. Mind, I go during LUNCHTIME. See picture from something bought yesterday. They all need to be retrained on customer service & I don’t think the manager does much to correct the bad behaviour. Had a previous complaint, head office said I would be contacted. I wasn’t.",LJN,2025-05-02T10:05:51.013453Z,2.0,"I understand it gets busy, but orders aren't prioritized correctly during rushes. The staff are poorly trained. One staff member looked at me waiting (for 15+ minutes for a drink and donut) then proceeded to walk to the back whilst on her phone.

I heard another berade a customer after asking where his order was because 'he had already called his order 5 times'. However, they then proceeded to make the drink afterwards (so the order wasn't ready??). Overall, poor customer service and long waiting lines",Geraldine McGee,2025-11-18T22:41:43.908604391Z,5.0,"Hello , tonight I visited this tim Horton at 9.30  ,I ordered food with new drinks, there was a cashier name navreet  her service is very good I like the most way of she treated me and gave me my food . She suggested me some new drinks then I  ordered latte pistachios this was very delicious",Arshdeep Singh,2026-01-13T07:41:32.811440016Z
ChIJ1ww8aEEayUwRzR5Y9p3iQ0g,Café Vasco da Gama,sandwich_shop,"1472 Rue Peel, Montréal, QC H3A 1S8, Canada",45.5006345,-73.5745293,4.4,1004.0,320.4,4.0,"Went for a quiet & nice breakfast and that's what we got. The omlettes were fluffy and the fruits were fresh. The bread had the right amount of butter and was fried just right. The pistachio croissant and the natas were the right amount of sweet that we didn't know we craved in the morning. The staff were friendly and we also got a nice and cozy place to chat and have our breakfast.
Recommended if you are in the Montreal downtown area looking for some excellent breakfast joints.",Shrikanth S,2025-11-30T21:49:05.599267627Z,5.0,"We enjoyed the Portuguese atmosphere and the lovely interior. The food was good as you can see in the image. We often buy different things and swap halfway to enjoy different foods. We paid 48 dollars, taxes included for two lunch dishes and one drink, which is normal I guess, pricing we still have to get used to. But you pay for the location and the ambiance too here. Which is fine.",Hans on the Bike,2025-09-06T21:27:50.366864221Z,5.0,"Nice place for a cappuccino and croissant. Very European feel with sidewalk seating. The food is standard, but everything you would expect for a sidewalk cafe.",Eric Globerman,2025-08-01T15:07:00.737108490Z,5.0,"Best sandwich ever, as always. Took the duck and figs panini. Great food, amazing ambiance!",S L,2025-09-20T00:42:53.627211278Z,4.0,"Cappuccino was good! Service was a little slow especially considering there weren't many people, chicken and chorizo wrap I had wasn't anything special. But hey, the coffee related item was tasty, and that's what matters at a cafe.",Karl Koloda,2026-01-28T17:20:18.772771776Z
ChIJD5M2qAMbyUwR7bPx2VvychY,LEAVES HOUSE (McGill),cafe,"1800 McGill College Ave RDC-A, Montreal, QC H3A 3L2, Canada",45.5025388,-73.5727885,4.5,401.0,306.4,5.0,"Vegan croissants!! Yes please!! Large soy lattes with great tasting espresso! YES!  And a place where you can work on your computer and not feel like you are taking seats from anybody. Really wonderful to have large comfortable tables, actually two rooms full.  This is a great place I would probably come here every day if I lived here to drink my morning latte and work on my book. 5-star atmosphere not because it's such a beautiful place but for what it is, it is perfect.",Chela Landau,2025-11-11T17:18:58.890884253Z,5.0,"Leaves House (McGill) is an amazing spot for vegan breakfast! The croissant and blueberry danish are absolutely delicious, and they go perfectly with their smooth, flavorful coffee. The place has a cozy vibe, friendly service, and it’s definitely worth a visit whether you’re vegan or just love good food.",Himanshu Sachdeva,2025-09-05T14:15:08.876138007Z,5.0,"10/10 matchs. Legit the best I’ve had. I can’t believe I wasn’t having regular milk? It tastes so good you can’t even tell (it’s even better). Great location, tons of nice stuff to buy (you can buy their matcha powder and syrups) and surprisingly great service. My new favourite Montreal cafe.",Ghadirnass,2025-05-08T23:35:43.364264Z,5.0,"Such a wonderful experience! We stopped by to buy two bags of matcha for friends, and the barista kindly offered to make us two complimentary matcha drinks. We had them iced with macadamia milk and they were absolutely delicious – smooth, perfectly balanced, and refreshing. The matcha itself was excellent quality (even my husband, who usually isn’t a big matcha fan, really enjoyed it!). Friendly service, thoughtful touches, and amazing drinks – can’t recommend this spot enough! 🍵",Vancity Nessie,2025-08-24T16:30:07.199062423Z,5.0,"Lovely café with a variety of baked goods. I tried their matcha and pâtés—both were amazing. Cafés like this create the perfect vibe, whether you’re stopping by to enjoy a cup of coffee or looking for a spot to work remotely/study.",Megha,2025-06-26T18:26:26.229336029Z
ChIJHfJ3l40byUwR9tBDOqEh0NI,La Cantina,mexican_restaurant,"2022 Rue Stanley, Montréal, QC H3A 1N4, Canada",45.50022,-73.57578199999999,4.2,998.0,328.0,5.0,"Excellent! Very tasty dishes, had a few additional dishes that I didn’t take pictures. Soup and quesadillas all very good. For me a little too noisy but for most, especially younger crowd probably normal level of noise.",Pat Chioua,2025-08-16T01:41:40.459619469Z,2.0,"Regarding the food, it was rather disappointing. The shrimp tacos tasted quite bland and one-dimensional; the sauce was the dominant flavor, yet it wasn't even particularly robust. I could also faintly detect a frozen, refrigerator-like taste from the shrimp. As for another appetizer, despite being deep-fried, it was somehow served cold and had an unpleasant fishy odor… How does that even happen? If I hadn’t had the chance to enjoy authentic Mexican cuisine elsewhere, I might have mistakenly believed that this is what Mexican food is supposed to taste like…",Sophia Peng,2025-08-19T21:40:38.537933655Z,3.0,"our last day in Montreal, the girls and I did some shopping and, of course, needed to fuel up with some food. We stopped by La Cantina, a cozy little Mexican spot in downtown. While the atmosphere was charming, the menu felt a bit limited compared to other Mexican restaurants I’ve been to—it didn’t quite live up to my expectations.

We ordered their Al Pastor Tacos and Beef Brisket Golden Tacos. The Al Pastor Tacos, fell flat in both flavor and depth. The dish was underwhelming overall, especially compared to the vibrant and flavorful Mexican cuisine I’ve had in Toronto. My friend went with the beef brisket golden tacos, which came with a crispy, deep-fried shell. The flavors were definitely there, but the overall dish felt a bit too busy. The feta cheese, in particular, was quite overpowering and threw off the balance.. I had high hopes going in, especially given the strong reviews, but the meal didn’t live up to the hype and left me disappointed.",Jenny Ly,2025-07-17T13:44:42.404776162Z,4.0,"Great food! However, cleanliness is not their forte, floor/bathroom/table runner ..  could use some attention..

Great ppl and service",C. S,2025-08-15T20:42:28.863502951Z,2.0,I tried the mushrooms quesadillas. For the price I expected a bit more food. The plate seemed very empty and it just tested like grilled cheese with beans. I paid 21$ for this plate with tax and tip. I’d add at least some salad or tortilla chips. There are almost no sauce too.,Lisa Galfré,2025-10-02T18:44:13.832279354Z
ChIJJ47_W0EayUwRuZiy3AENzyg,Sea Me,restaurant,"1455 Rue Peel, Montréal, QC H3A 1T5, Canada",45.5009341,-73.5737683,4.4,88.0,329.2,5.0,"We recently visited this new restaurant, and it absolutely exceeded our expectations. From the moment we arrived, the ambiance was warm and inviting, setting the tone for a wonderful evening. Every dish we tried was incredibly fresh, perfectly prepared, and bursting with flavor — you can really taste the quality of the ingredients and the care put into each plate.
A special mention to Brandon, the sommelier, who made the night truly memorable. His wine recommendations were spot-on, complementing our meal beautifully. He was attentive, knowledgeable, and genuinely passionate about his craft — a true professional who elevated our dining experience.
The service throughout the evening was flawless — friendly, timely, and thoughtful without ever feeling rushed.
Overall, this restaurant is a gem. Excellent food, great service, and an atmosphere that makes you want to come back again and again. Highly recommend!",Maria Velasco,2025-11-01T23:07:54.189350572Z,5.0,"Incredible experience for MTL à table! Every bite was filled with flavour and it left us full at the end. The dishes have a special twist to them, which made them even richer. The waiter (Choaib) took his time to explain each dish to us and made sure we were having a great time. We will definitely be back for more!",Caro K,2025-11-06T18:10:12.505484021Z,4.0,"Very friendly service, great food. We went for MTL a Table and the menu was lovely. The appetizers came in small portions so we did not leave too stuffed. I am in love with their mushroom risotto; our waiter was wonderful enough to hear my praises and discuss our various cooking adventures! I will say, the restaurant is in a bit of an odd spot. We were there on a weeknight, so maybe the ambience was not in full swing, but it was a little dull. This did not detract from the culinary experience, please visit if you have the chance!",Priya Paprika,2026-01-14T00:56:54.476537842Z,5.0,"We enjoyed Sea Me so much on our first visit that we had to come back a second time. On both occasions, we were welcomed and looked after by a wonderful woman, perhaps the manager or maître d’ whose warmth and professionalism set the tone for the evening.
The food was consistently excellent: refined, beautifully presented, and clearly prepared with care. From the seafood to the pastas and oysters, every dish hit the mark. The cocktails and wine list complemented the experience perfectly.
It’s not often that service and cuisine align so seamlessly, but here they do. Sea Me is polished, sophisticated, and worth the return.",Steve Martini,2025-09-16T10:16:10.188343971Z,4.0,"Excellent restaurant except i found my plate to be abit too salty (il fusili)

Also the strawberries on the crudo was fine but u cant eat both the fish and the strawberry same time… strawberry overtakes the taste , a capit ?

Will definitely come back tho the branzino was 10/10",Pasqua,2025-12-19T00:27:41.002619680Z
ChIJU8rrAfAbyUwRNrj9ucIUGd4,Soubois,restaurant,"1106 Maisonneuve Blvd W, Montreal, QC H3A 1M7, Canada",45.500545,-73.5748023,3.7,593.0,318.9,5.0,"Soubois is an amazing spot in the city. The staff here really stand out — welcoming, attentive, and professional without ever feeling over the top. From the moment you arrive, you feel well taken care of, and that makes the whole experience even better.

They have a really solid selection of bottles, which makes it easy to find something that fits the mood, whether you’re there for a celebration or just a night out. The food is also very good — flavorful, well-presented, and a great complement to the drinks.",Joshua Vasquez,2025-08-21T03:35:12.154625738Z,4.0,"I recently had the pleasure of attending an 80s/90s themed event at this establishment. While the club itself is rather intimate, it possesses a truly remarkable atmosphere. I was particularly impressed by the presence of a bathroom attendant, a touch of sophistication I haven't encountered in quite some time, which certainly elevated the club's overall ambiance.

The music was excellent throughout the night, which encouraged me to stay until closing, an experience I haven't had in a few years.

Regarding the pricing of beverages, I must admit I found the cost of individual drinks and shots to be somewhat high. For those planning to enjoy more than a couple of drinks, it might be more economical to consider purchasing a bottle. When shared among a few individuals, this option proves to be significantly more cost-effective than paying $30 for a single glass.",Louis Coculuzzi,2025-10-29T14:32:14.947793631Z,5.0,"Came here for my friends birthday and we couldn’t have asked for a better night!

We started off with oysters and i got the grilled octopus, which i absolutely adored. We then got our mains, which i got the steak which was also just as amazing and perfectly cooked just how i asked. Everyone enjoyed their meals.

The service was so amazing! The only minor complaint was that a lot the service was done in French, but we adapted and did not mind.

The drinks were also a huge success, with the pitaya groove being the most loved.

The atmosphere is OUT of this world. Such a gorgeous restaurant. We did not stay for the club part but it is such a nice space and everything was perfect.

DEFINITELY recommend and will be coming back.",Sofia,2025-02-10T01:59:50.442210Z,4.0,"If you’re thinking about going to Soubois, go after 11pm for the club, the food they serve is honestly very bland, cold & not so good especially for the price. I have went 3 times and the 3 times the food was just not good. The cocktails are ok & i recommend you skip having dessert there.😕 besides the restaurant part, the club is fun, good music & atmosphere. ✨",Kiana,2024-04-03T15:13:32.161696Z,1.0,"Horrible horrible experience. I am from Niagara Falls Ontario I was visiting Montreal my WHOLE trip got ruined I had to take a flight back next day!

On November 28 2025 I was inside SOUBOIS around 2Am - 3Am. During an argument in the bathroom, police officers arrived and used pepper spray on me and many other women and bystanders in a closed indoor bathroom. I and at least 10 other women — including customers, staff, bartenders — were immediately affected.I suffered severe burning in my eyes, temporary loss of vision, pain on my face from glass/wounds, and respiratory distress. I was taken to hospital but was not properly treated or examined. I was served roughly and not given meaningfully immediate care. The use of pepper spray under those conditions was reckless and disproportionate.

Damages / Effects: Eye pain and burning; temporary vision issues; physical and emotional trauma; stress; abandonment by friends; hospital bills / medical distress; fear; ongoing anxiety.Why I believe police misconduct occurred: The use of pepper spray was excessive, indiscriminate, and reckless, given there was no violent threat from all individuals; many innocent people were harmed; the environment was a closed indoor bathroom; the response lacked de-escalation; there was no adequate medical response or decontamination.

I am back home now trying to file a compliant with cops . The cops from Montreal are absolutely disgusting and use brutality. They abuse their power . To be pepper sprayed in the bathroom of this club for no reason while I am there on vacation is against all laws , code of ethics and every single right of mine as a Canadian citizen . I will be contacting lawyers . This won’t be brushed away.",Bhavika S,2025-11-30T02:03:34.176485478Z
